internal_syndrome_name,group,disease_images
"NEURODEVELOPMENTAL DISORDER WITH HEARING LOSS, SEIZURES, AND BRAIN ABNORMALITIES; NEDHSB",Middle Eastern,6
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND AUTISTIC FEATURES WITH OR WITHOUT HYPERKINETIC MOVEMENTS; NEDHAHM,European,2
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS",African,1
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND CEREBELLAR ATROPHY, WITH OR WITHOUT SEIZURES; NEDHCAS",European,2
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND DYSMORPHIC FACIES; NEDHYDF,European,2
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES; NEDHIB,East Asian,1
NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND VARIABLE INTELLECTUAL AND BEHAVIORAL ABNORMALITIES; NEDHIB,European,14
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, FACIAL DYSMORPHISM, AND BRAIN ABNORMALITIES; NEDHFBA",Middle Eastern,3
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, MICROCEPHALY, AND SEIZURES; NEDHYMS",European,3
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEONATAL RESPIRATORY INSUFFICIENCY, AND THERMODYSREGULATION; NEDHRIT",European,2
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEONATAL RESPIRATORY INSUFFICIENCY, AND THERMODYSREGULATION; NEDHRIT",Middle Eastern,1
"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, STEREOTYPIC HAND MOVEMENTS, AND IMPAIRED LANGUAGE; NEDHSIL",European,2
"NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA; NEDIDHA",European,3
NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY AND STRUCTURAL BRAIN ANOMALIES; NEDMIBA,South Asian,2
"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA",African,2
"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ARTHROGRYPOSIS, AND STRUCTURAL BRAIN ANOMALIES; NEDMABA",European,2
"NEURODEVELOPMENTAL DISORDER WITH NEONATAL RESPIRATORY INSUFFICIENCY, HYPOTONIA, AND FEEDING DIFFICULTIES; NEDRIHF",European,26
NEURODEVELOPMENTAL DISORDER WITH NONSPECIFIC BRAIN ABNORMALITIES AND WITH OR WITHOUT SEIZURES; NEDBAS,European,3
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH",European,3
NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT AUTISTIC FEATURES AND/OR STRUCTURAL BRAIN ABNORMALITIES; NEDASB,European,3
NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT EARLY-ONSET GENERALIZED EPILEPSY; NEDEGE,European,2
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPOTONIA, SEIZURES, AND CEREBELLAR ATROPHY; NEDHSCA",European,1
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPOTONIA, SEIZURES, AND CEREBELLAR ATROPHY; NEDHSCA",Middle Eastern,1
NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND SPEECH AND WALKING IMPAIRMENT; NEDSSWI,European,3
NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL,European,1
NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL,Latino/Hispanic,2
NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV,European,16
NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV,Middle Eastern,2
NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV,SE Asian,1
NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES; NEDBAF,European,1
"NEURODEVELOPMENTAL, JAW, EYE, AND DIGITAL SYNDROME; NEDJED",European,3
"NEUROFIBROMATOSIS, TYPE I; NF1",African,9
"NEUROFIBROMATOSIS, TYPE I; NF1",European,2
NEUROOCULOCARDIOGENITOURINARY SYNDROME; NOCGUS,European,2
NICOLAIDES-BARAITSER SYNDROME; NCBRS,African,5
NICOLAIDES-BARAITSER SYNDROME; NCBRS,European,60
NICOLAIDES-BARAITSER SYNDROME; NCBRS,Latino/Hispanic,2
NICOLAIDES-BARAITSER SYNDROME; NCBRS,Middle Eastern,1
NICOLAIDES-BARAITSER SYNDROME; NCBRS,South Asian,1
NIJMEGEN BREAKAGE SYNDROME; NBS,African,1
NIJMEGEN BREAKAGE SYNDROME; NBS,European,16
NIJMEGEN BREAKAGE SYNDROME; NBS,Middle Eastern,2
NIJMEGEN BREAKAGE SYNDROME; NBS,South Asian,1
NIZON-ISIDOR SYNDROME; NIZIDS,European,3
Neu-Laxova syndrome,Middle Eastern,1
Noonan syndrome,African,22
Noonan syndrome,East Asian,10
Noonan syndrome,European,68
Noonan syndrome,Latino/Hispanic,14
Noonan syndrome,Middle Eastern,4
Noonan syndrome,SE Asian,2
Noonan syndrome,South Asian,17
Noonan syndrome-like disorder with loose anagen hair,African,2
Noonan syndrome-like disorder with loose anagen hair,East Asian,2
Noonan syndrome-like disorder with loose anagen hair,European,4
Noonan syndrome-like disorder with loose anagen hair,Latino/Hispanic,1
O'DONNELL-LURIA-RODAN SYNDROME; ODLURO,European,10
OCULODENTODIGITAL DYSPLASIA; ODDD,East Asian,3
OCULODENTODIGITAL DYSPLASIA; ODDD,European,15
OCULODENTODIGITAL DYSPLASIA; ODDD,Latino/Hispanic,2
OCULODENTODIGITAL DYSPLASIA; ODDD,South Asian,2
OCULOSKELETODENTAL SYNDROME; OCSKD,African,1
OCULOSKELETODENTAL SYNDROME; OCSKD,Middle Eastern,2
OGDEN SYNDROME; OGDNS,European,183
OGDEN SYNDROME; OGDNS,Latino/Hispanic,2
OGDEN SYNDROME; OGDNS,South Asian,9
"OHDO SYNDROME, SBBYS VARIANT; SBBYSS",East Asian,3
"OHDO SYNDROME, SBBYS VARIANT; SBBYSS",European,43
"OHDO SYNDROME, X-LINKED; OHDOX",European,4
OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS,African,3
OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS,East Asian,2
OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS,European,17
OPITZ-KAVEGGIA SYNDROME; OKS,European,1
"OTITIS MEDIA, SUSCEPTIBILITY TO; OMS",European,7
"OTOPALATODIGITAL SYNDROME, TYPE I; OPD1",East Asian,5
"OTOPALATODIGITAL SYNDROME, TYPE II; OPD2",Latino/Hispanic,1
Oculocutaneous albinism,African,1
Oculocutaneous albinism,European,2
Oculocutaneous albinism,SE Asian,5
Oculocutaneous albinism,South Asian,13
Omodysplasia,East Asian,1
Opitz GBBB syndrome,African,2
Opitz GBBB syndrome,European,9
Orofaciodigital syndrome,African,5
Orofaciodigital syndrome,East Asian,1
Orofaciodigital syndrome,European,10
Orofaciodigital syndrome,Middle Eastern,5
Orofaciodigital syndrome,South Asian,6
Osteogenesis imperfecta,African,21
Osteogenesis imperfecta,European,8
Osteogenesis imperfecta,Middle Eastern,1
"Osteopetrosis, autosomal recessive",African,1
Otofaciocervical syndrome,South Asian,2
"PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES; PAMDDFS",European,1
"PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES; PAMDDFS",Middle Eastern,2
PAGANINI-MIOZZO SYNDROME; MRXSPM,European,1
PETERS-PLUS SYNDROME; PTRPLS,European,3
PETERS-PLUS SYNDROME; PTRPLS,Latino/Hispanic,2
PETTIGREW SYNDROME; PGS,European,3
PFEIFFER SYNDROME,African,1
PFEIFFER SYNDROME,East Asian,6
PFEIFFER SYNDROME,European,4
PFEIFFER SYNDROME,SE Asian,2
PGM2L1,Middle Eastern,1
PHELAN-MCDERMID SYNDROME; PHMDS,East Asian,2
PHELAN-MCDERMID SYNDROME; PHMDS,European,6
PIERPONT SYNDROME; PRPTS,European,11
"PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES",African,1
"PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES",European,1
PITT-HOPKINS SYNDROME; PTHS,African,1
PITT-HOPKINS SYNDROME; PTHS,East Asian,1
PITT-HOPKINS SYNDROME; PTHS,European,37
PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1,European,2
PLXND1,European,4
POIKILODERMA WITH NEUTROPENIA; PN,African,1
POIKILODERMA WITH NEUTROPENIA; PN,European,4
POIKILODERMA WITH NEUTROPENIA; PN,Latino/Hispanic,1
POIKILODERMA WITH NEUTROPENIA; PN,Middle Eastern,6
POIKILODERMA WITH NEUTROPENIA; PN,South Asian,2
"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP",African,1
"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP",East Asian,2
"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP",European,4
POIRIER-BIENVENU NEURODEVELOPMENTAL SYNDROME; POBINDS,European,6
PPFIA3,African,1
PRADER-WILLI SYNDROME; PWS,European,46
"PREMATURE AGING SYNDROME, PENTTINEN TYPE; PENTT",East Asian,1
"PREMATURE AGING SYNDROME, PENTTINEN TYPE; PENTT",European,1
PRIMROSE SYNDROME; PRIMS,African,1
PRIMROSE SYNDROME; PRIMS,European,34
PRIMROSE SYNDROME; PRIMS,Latino/Hispanic,2
PRIMROSE SYNDROME; PRIMS,Middle Eastern,1
PRIMROSE SYNDROME; PRIMS,South Asian,1
PROLIDASE DEFICIENCY,Middle Eastern,6
PROTEUS SYNDROME,European,3
PSMC5,European,4
Pontocerebellar hypoplasia,European,7
Pontocerebellar hypoplasia,Middle Eastern,7
RADIO-TARTAGLIA SYNDROME; RATARS,European,2
RADIO-TARTAGLIA SYNDROME; RATARS,Middle Eastern,1
RAFIQ SYNDROME; RAFQS,European,7
RAHMAN SYNDROME; RMNS,African,1
RAHMAN SYNDROME; RMNS,East Asian,2
RAHMAN SYNDROME; RMNS,European,23
RAHMAN SYNDROME; RMNS,Middle Eastern,2
RAUCH-STEINDL SYNDROME; RAUST,European,8
RENPENNING SYNDROME 1; RENS1,European,27
RENPENNING SYNDROME 1; RENS1,South Asian,1
RETT SYNDROME; RTT,East Asian,2
RETT SYNDROME; RTT,European,13
REV3L,European,6
RIDDLE SYNDROME; RIDL,European,4
ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES,European,1
ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES,Latino/Hispanic,7
ROBINOW-SORAUF SYNDROME,European,1
ROBINOW-SORAUF SYNDROME,South Asian,1
Robinow syndrome,African,1
Robinow syndrome,East Asian,1
Robinow syndrome,European,26
Robinow syndrome,Middle Eastern,6
Rothmund-Thomson syndrome,East Asian,1
Rothmund-Thomson syndrome,European,12
Rothmund-Thomson syndrome,South Asian,3
Rubinstein-Taybi syndrome,African,13
Rubinstein-Taybi syndrome,East Asian,15
Rubinstein-Taybi syndrome,European,55
Rubinstein-Taybi syndrome,Latino/Hispanic,10
Rubinstein-Taybi syndrome,SE Asian,3
Rubinstein-Taybi syndrome,South Asian,5
SAETHRE-CHOTZEN SYNDROME; SCS,European,15
SAETHRE-CHOTZEN SYNDROME; SCS,Latino/Hispanic,5
SAETHRE-CHOTZEN SYNDROME; SCS,South Asian,15
SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME; SPDRS,African,2
SANDESTIG-STEFANOVA SYNDROME; SANDSTEF,European,2
SANDESTIG-STEFANOVA SYNDROME; SANDSTEF,Middle Eastern,1
SANDESTIG-STEFANOVA SYNDROME; SANDSTEF,South Asian,1
SAUL-WILSON SYNDROME; SWILS,European,10
SCAF4,European,4
SCAF4,Middle Eastern,1
SCHAAF-YANG SYNDROME; SHFYNG,African,1
SCHAAF-YANG SYNDROME; SHFYNG,European,91
SCHAAF-YANG SYNDROME; SHFYNG,Latino/Hispanic,1
SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME,European,7
SCHUURS-HOEIJMAKERS SYNDROME; SHMS,East Asian,1
SCHUURS-HOEIJMAKERS SYNDROME; SHMS,European,12
SCHUURS-HOEIJMAKERS SYNDROME; SHMS,South Asian,1
"SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1",African,1
"SEIZURES, SCOLIOSIS, AND MACROCEPHALY/MICROCEPHALY SYNDROME; SSMS",European,1
SHASHI-PENA SYNDROME; SHAPNS,African,2
SHASHI-PENA SYNDROME; SHAPNS,European,12
SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES; SSMCF,SE Asian,1
"SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS",African,3
"SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS",Middle Eastern,3
"SHORT STATURE, IMPAIRED INTELLECTUAL DEVELOPMENT, MICROCEPHALY, HYPOTONIA, AND OCULAR ANOMALIES; SIMHA",Middle Eastern,3
"SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED",European,1
"SHORT STATURE, OLIGODONTIA, DYSMORPHIC FACIES, AND MOTOR DELAY; SOFM",European,3
"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",European,9
"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",Latino/Hispanic,1
"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",Middle Eastern,2
"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD",East Asian,1
"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD",European,2
"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD",SE Asian,1
SHORT SYNDROME,East Asian,2
SHORT SYNDROME,European,7
SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS,European,3
SHUKLA-VERNON SYNDROME; SHUVER,South Asian,2
SIFRIM-HITZ-WEISS SYNDROME; SIHIWES,European,6
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",African,1
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",East Asian,1
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",European,11
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",Middle Eastern,5
SIX2,European,5
"SKELETAL DYSPLASIA, MILD, WITH JOINT LAXITY AND ADVANCED BONE AGE; SDJLABA",European,3
SKRABAN-DEARDORFF SYNDROME; SKDEAS,European,16
SMITH-KINGSMORE SYNDROME; SKS,African,2
SMITH-KINGSMORE SYNDROME; SKS,European,8
SMITH-LEMLI-OPITZ SYNDROME; SLOS,African,2
SMITH-LEMLI-OPITZ SYNDROME; SLOS,East Asian,1
SMITH-LEMLI-OPITZ SYNDROME; SLOS,European,33
SMITH-LEMLI-OPITZ SYNDROME; SLOS,Latino/Hispanic,1
SMITH-LEMLI-OPITZ SYNDROME; SLOS,Middle Eastern,4
SMITH-MAGENIS SYNDROME; SMS,East Asian,1
SMITH-MAGENIS SYNDROME; SMS,European,76
SMITH-MAGENIS SYNDROME; SMS,Latino/Hispanic,7
SMITH-MAGENIS SYNDROME; SMS,Middle Eastern,1
SMITH-MAGENIS SYNDROME; SMS,South Asian,8
SNIJDERS BLOK-CAMPEAU SYNDROME; SNIBCPS,European,12
SOTOS SYNDROME; SOTOS,African,11
SOTOS SYNDROME; SOTOS,East Asian,4
SOTOS SYNDROME; SOTOS,European,64
SOTOS SYNDROME; SOTOS,Latino/Hispanic,2
SOTOS SYNDROME; SOTOS,Middle Eastern,2
SOTOS SYNDROME; SOTOS,SE Asian,4
SOTOS SYNDROME; SOTOS,South Asian,10
"SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47",South Asian,1
"SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50",European,1
"SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50",Middle Eastern,4
SPINOCEREBELLAR ATAXIA 26; SCA26,European,2
"SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND",European,5
"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST",African,1
"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST",European,3
SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA; SEDC,African,5
STANKIEWICZ-ISIDOR SYNDROME; STISS,European,7
STANKIEWICZ-ISIDOR SYNDROME; STISS,Latino/Hispanic,1
STEEL SYNDROME; STLS,European,2
STEEL SYNDROME; STLS,Middle Eastern,1
STEEL SYNDROME; STLS,South Asian,1
STRUCTURAL BRAIN ANOMALIES WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CRANIOSYNOSTOSIS; BAIDCS,European,4
STRUCTURAL BRAIN ANOMALIES WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CRANIOSYNOSTOSIS; BAIDCS,Latino/Hispanic,1
SULEIMAN-EL-HATTAB SYNDROME; SULEHS,African,1
SULEIMAN-EL-HATTAB SYNDROME; SULEHS,Middle Eastern,3
SWEENEY-COX SYNDROME; SWCOS,European,3
Seckel syndrome,African,1
Seckel syndrome,European,4
Seckel syndrome,Middle Eastern,12
Seckel syndrome,SE Asian,1
Seckel syndrome,South Asian,1
"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies",European,6
"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies",South Asian,1
Silver-Russell syndrome,European,5
Silver-Russell syndrome,South Asian,1
"Skin creases, congenital symmetric circumferential",East Asian,2
"Skin creases, congenital symmetric circumferential",European,4
Spastic paraplegia,European,1
Spastic paraplegia,Middle Eastern,1
"Spinocerebellar ataxia, autosomal recessive",African,1
"Spinocerebellar ataxia, autosomal recessive",European,1
"Spinocerebellar ataxia, autosomal recessive",Middle Eastern,1
Spondylometaphyseal dysplasia,African,2
Stickler syndrome,African,11
Stickler syndrome,East Asian,1
Stickler syndrome,European,6
Stickler syndrome,Middle Eastern,5
TAF4,European,6
TAKENOUCHI-KOSAKI SYNDROME; TKS,African,4
TAKENOUCHI-KOSAKI SYNDROME; TKS,East Asian,3
TAKENOUCHI-KOSAKI SYNDROME; TKS,European,13
TATTON-BROWN-RAHMAN SYNDROME; TBRS,East Asian,4
TATTON-BROWN-RAHMAN SYNDROME; TBRS,European,34
TATTON-BROWN-RAHMAN SYNDROME; TBRS,SE Asian,1
TCEAL1,African,1
TCEAL1,European,5
TOLCHIN-LE CAIGNEC SYNDROME; TOLCAS,European,6
TONNE-KALSCHEUER SYNDROME; TOKAS,European,6
TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS,European,2
TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS,Middle Eastern,1
TURNPENNY-FRY SYNDROME; TPFS,European,11
Teebi hypertelorism syndrome,European,15
Three M syndrome,East Asian,2
Three M syndrome,European,3
Three M syndrome,Middle Eastern,1
Treacher Collins syndrome,African,3
Treacher Collins syndrome,East Asian,4
Treacher Collins syndrome,European,35
Treacher Collins syndrome,Middle Eastern,2
Trichohepatoenteric syndrome,African,1
Trichohepatoenteric syndrome,East Asian,5
Trichohepatoenteric syndrome,Middle Eastern,3
Trichorhinophalangeal syndrome,East Asian,7
Trichorhinophalangeal syndrome,European,17
Trichorhinophalangeal syndrome,Middle Eastern,9
Trichorhinophalangeal syndrome,SE Asian,5
Trichorhinophalangeal syndrome,South Asian,1
Trichothiodystrophy,European,1
Trichothiodystrophy,Middle Eastern,1
Tuberous sclerosis,African,2
Tuberous sclerosis,European,3
Urofacial syndrome,Middle Eastern,4
Usher syndrome,European,1
VAN DEN ENDE-GUPTA SYNDROME; VDEGS,African,1
VAN DEN ENDE-GUPTA SYNDROME; VDEGS,European,2
VAN DER WOUDE SYNDROME 1; VWS1,East Asian,2
VAN DER WOUDE SYNDROME 1; VWS1,European,2
VELOCARDIOFACIAL SYNDROME; VCFS,East Asian,2
VERHEIJ SYNDROME; VRJS,East Asian,1
VERHEIJ SYNDROME; VRJS,European,21
VICI SYNDROME; VICIS,European,4
VICI SYNDROME; VICIS,Middle Eastern,2
Van Maldergem syndrome,African,6
WARSAW BREAKAGE SYNDROME; WABS,European,2
WEAVER SYNDROME; WVS,European,40
WEAVER SYNDROME; WVS,Latino/Hispanic,5
WEAVER SYNDROME; WVS,Middle Eastern,2
WEISS-KRUSZKA SYNDROME; WSKA,European,10
WHITE-SUTTON SYNDROME; WHSUS,African,2
WHITE-SUTTON SYNDROME; WHSUS,East Asian,3
WHITE-SUTTON SYNDROME; WHSUS,European,15
WHITE-SUTTON SYNDROME; WHSUS,Middle Eastern,3
WIEDEMANN-STEINER SYNDROME; WDSTS,African,4
WIEDEMANN-STEINER SYNDROME; WDSTS,East Asian,9
WIEDEMANN-STEINER SYNDROME; WDSTS,European,71
WIEDEMANN-STEINER SYNDROME; WDSTS,Latino/Hispanic,3
WIEDEMANN-STEINER SYNDROME; WDSTS,Middle Eastern,7
WIEDEMANN-STEINER SYNDROME; WDSTS,South Asian,1
WILLIAMS-BEUREN SYNDROME; WBS,African,34
WILLIAMS-BEUREN SYNDROME; WBS,East Asian,11
WILLIAMS-BEUREN SYNDROME; WBS,European,77
WILLIAMS-BEUREN SYNDROME; WBS,Latino/Hispanic,40
WILLIAMS-BEUREN SYNDROME; WBS,Middle Eastern,11
WILLIAMS-BEUREN SYNDROME; WBS,SE Asian,8
WILLIAMS-BEUREN SYNDROME; WBS,South Asian,49
WITTEVEEN-KOLK SYNDROME; WITKOS,European,31
WITTEVEEN-KOLK SYNDROME; WITKOS,Middle Eastern,1
WOLF-HIRSCHHORN SYNDROME; WHS,European,2
WOLF-HIRSCHHORN SYNDROME; WHS,South Asian,8
WRINKLY SKIN SYNDROME; WSS,Middle Eastern,2
Waardenburg syndrome,African,3
Waardenburg syndrome,European,7
Waardenburg syndrome,Latino/Hispanic,1
Waardenburg syndrome,Middle Eastern,3
Waardenburg syndrome,SE Asian,1
Waardenburg syndrome,South Asian,5
XIA-GIBBS SYNDROME; XIGIS,European,6
XIA-GIBBS SYNDROME; XIGIS,Latino/Hispanic,1
XIA-GIBBS SYNDROME; XIGIS,South Asian,1
YOU-HOOVER-FONG SYNDROME; YHFS,European,6
YWHAZ,European,5
ZSCAN10,European,1
ZTTK SYNDROME; ZTTKS,East Asian,5
ZTTK SYNDROME; ZTTKS,European,26
Zimmermann-Laband syndrome,European,10
