internal_syndrome_name,group,disease_images
"NEURODEVELOPMENTAL DISORDER WITH NEONATAL RESPIRATORY INSUFFICIENCY, HYPOTONIA, AND FEEDING DIFFICULTIES; NEDRIHF",European,26
NEURODEVELOPMENTAL DISORDER WITH NONSPECIFIC BRAIN ABNORMALITIES AND WITH OR WITHOUT SEIZURES; NEDBAS,European,3
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH",European,3
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH",Others,1
NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT AUTISTIC FEATURES AND/OR STRUCTURAL BRAIN ABNORMALITIES; NEDASB,European,3
NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT EARLY-ONSET GENERALIZED EPILEPSY; NEDEGE,European,2
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPOTONIA, SEIZURES, AND CEREBELLAR ATROPHY; NEDHSCA",Asian,1
"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPOTONIA, SEIZURES, AND CEREBELLAR ATROPHY; NEDHSCA",European,1
NEURODEVELOPMENTAL DISORDER WITH SEIZURES AND SPEECH AND WALKING IMPAIRMENT; NEDSSWI,European,3
NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL,Asian,1
NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL,European,1
NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE; NEDMIAL,Others,2
NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV,Asian,3
NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV,European,16
NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES; NEDBAF,European,1
NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES; NEDBAF,Others,3
"NEURODEVELOPMENTAL, JAW, EYE, AND DIGITAL SYNDROME; NEDJED",European,3
"NEUROFIBROMATOSIS, TYPE I; NF1",African,9
"NEUROFIBROMATOSIS, TYPE I; NF1",European,2
NEUROOCULOCARDIOGENITOURINARY SYNDROME; NOCGUS,European,2
NICOLAIDES-BARAITSER SYNDROME; NCBRS,African,5
NICOLAIDES-BARAITSER SYNDROME; NCBRS,Asian,3
NICOLAIDES-BARAITSER SYNDROME; NCBRS,European,60
NICOLAIDES-BARAITSER SYNDROME; NCBRS,Others,4
NIJMEGEN BREAKAGE SYNDROME; NBS,African,1
NIJMEGEN BREAKAGE SYNDROME; NBS,Asian,3
NIJMEGEN BREAKAGE SYNDROME; NBS,European,16
NIZON-ISIDOR SYNDROME; NIZIDS,European,3
Neu-Laxova syndrome,Asian,1
Noonan syndrome,African,22
Noonan syndrome,Asian,36
Noonan syndrome,European,68
Noonan syndrome,Others,14
Noonan syndrome-like disorder with loose anagen hair,African,2
Noonan syndrome-like disorder with loose anagen hair,Asian,3
Noonan syndrome-like disorder with loose anagen hair,European,4
Noonan syndrome-like disorder with loose anagen hair,Others,1
O'DONNELL-LURIA-RODAN SYNDROME; ODLURO,European,10
OCULODENTODIGITAL DYSPLASIA; ODDD,Asian,7
OCULODENTODIGITAL DYSPLASIA; ODDD,European,15
OCULODENTODIGITAL DYSPLASIA; ODDD,Others,4
OCULOSKELETODENTAL SYNDROME; OCSKD,African,1
OCULOSKELETODENTAL SYNDROME; OCSKD,Asian,2
OGDEN SYNDROME; OGDNS,Asian,13
OGDEN SYNDROME; OGDNS,European,183
OGDEN SYNDROME; OGDNS,Others,38
"OHDO SYNDROME, SBBYS VARIANT; SBBYSS",Asian,3
"OHDO SYNDROME, SBBYS VARIANT; SBBYSS",European,43
"OHDO SYNDROME, X-LINKED; OHDOX",European,4
OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS,African,3
OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS,Asian,7
OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME; OCNDS,European,17
OPITZ-KAVEGGIA SYNDROME; OKS,Asian,1
OPITZ-KAVEGGIA SYNDROME; OKS,European,1
"OTITIS MEDIA, SUSCEPTIBILITY TO; OMS",European,7
"OTOPALATODIGITAL SYNDROME, TYPE I; OPD1",Asian,5
"OTOPALATODIGITAL SYNDROME, TYPE II; OPD2",Others,1
Oculocutaneous albinism,African,1
Oculocutaneous albinism,Asian,18
Oculocutaneous albinism,European,2
Omodysplasia,Asian,1
Opitz GBBB syndrome,African,2
Opitz GBBB syndrome,Asian,1
Opitz GBBB syndrome,European,9
Orofaciodigital syndrome,African,5
Orofaciodigital syndrome,Asian,12
Orofaciodigital syndrome,European,10
Osteogenesis imperfecta,African,21
Osteogenesis imperfecta,Asian,1
Osteogenesis imperfecta,European,8
"Osteopetrosis, autosomal recessive",African,1
"Osteopetrosis, autosomal recessive",Others,2
Otofaciocervical syndrome,Asian,2
"PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES; PAMDDFS",Asian,2
"PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES; PAMDDFS",European,1
PAGANINI-MIOZZO SYNDROME; MRXSPM,European,1
PETERS-PLUS SYNDROME; PTRPLS,European,3
PETERS-PLUS SYNDROME; PTRPLS,Others,2
PETTIGREW SYNDROME; PGS,European,3
PFEIFFER SYNDROME,African,1
PFEIFFER SYNDROME,Asian,8
PFEIFFER SYNDROME,European,4
PGM2L1,Asian,1
PGM2L1,Others,2
PHELAN-MCDERMID SYNDROME; PHMDS,Asian,4
PHELAN-MCDERMID SYNDROME; PHMDS,European,6
PIERPONT SYNDROME; PRPTS,European,11
"PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES",African,1
"PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES",European,1
PITT-HOPKINS SYNDROME; PTHS,African,1
PITT-HOPKINS SYNDROME; PTHS,Asian,4
PITT-HOPKINS SYNDROME; PTHS,European,37
PITT-HOPKINS SYNDROME; PTHS,Others,1
PITT-HOPKINS-LIKE SYNDROME 1; PTHSL1,European,2
PLXND1,European,4
POIKILODERMA WITH NEUTROPENIA; PN,African,1
POIKILODERMA WITH NEUTROPENIA; PN,Asian,8
POIKILODERMA WITH NEUTROPENIA; PN,European,4
POIKILODERMA WITH NEUTROPENIA; PN,Others,1
"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP",African,1
"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP",Asian,2
"POIKILODERMA, HEREDITARY FIBROSING, WITH TENDON CONTRACTURES, MYOPATHY, AND PULMONARY FIBROSIS; POIKTMP",European,4
POIRIER-BIENVENU NEURODEVELOPMENTAL SYNDROME; POBINDS,European,6
POIRIER-BIENVENU NEURODEVELOPMENTAL SYNDROME; POBINDS,Others,1
PPFIA3,African,1
PRADER-WILLI SYNDROME; PWS,Asian,1
PRADER-WILLI SYNDROME; PWS,European,46
"PREMATURE AGING SYNDROME, PENTTINEN TYPE; PENTT",Asian,1
"PREMATURE AGING SYNDROME, PENTTINEN TYPE; PENTT",European,1
PRIMROSE SYNDROME; PRIMS,African,1
PRIMROSE SYNDROME; PRIMS,Asian,2
PRIMROSE SYNDROME; PRIMS,European,34
PRIMROSE SYNDROME; PRIMS,Others,2
PROLIDASE DEFICIENCY,Asian,6
PROTEUS SYNDROME,European,3
PSMC5,European,4
Pontocerebellar hypoplasia,Asian,7
Pontocerebellar hypoplasia,European,7
RADIO-TARTAGLIA SYNDROME; RATARS,Asian,1
RADIO-TARTAGLIA SYNDROME; RATARS,European,2
RAFIQ SYNDROME; RAFQS,European,7
RAHMAN SYNDROME; RMNS,African,1
RAHMAN SYNDROME; RMNS,Asian,5
RAHMAN SYNDROME; RMNS,European,23
RAUCH-STEINDL SYNDROME; RAUST,European,8
RENPENNING SYNDROME 1; RENS1,Asian,1
RENPENNING SYNDROME 1; RENS1,European,27
RETT SYNDROME; RTT,Asian,2
RETT SYNDROME; RTT,European,13
REV3L,European,6
RIDDLE SYNDROME; RIDL,European,4
ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES,European,1
ROBIN SEQUENCE WITH CLEFT MANDIBLE AND LIMB ANOMALIES,Others,7
ROBINOW-SORAUF SYNDROME,Asian,1
ROBINOW-SORAUF SYNDROME,European,1
Robinow syndrome,African,1
Robinow syndrome,Asian,7
Robinow syndrome,European,26
Rothmund-Thomson syndrome,Asian,5
Rothmund-Thomson syndrome,European,12
Rubinstein-Taybi syndrome,African,13
Rubinstein-Taybi syndrome,Asian,23
Rubinstein-Taybi syndrome,European,55
Rubinstein-Taybi syndrome,Others,11
SAETHRE-CHOTZEN SYNDROME; SCS,Asian,15
SAETHRE-CHOTZEN SYNDROME; SCS,European,15
SAETHRE-CHOTZEN SYNDROME; SCS,Others,5
SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME; SPDRS,African,2
SANDESTIG-STEFANOVA SYNDROME; SANDSTEF,Asian,2
SANDESTIG-STEFANOVA SYNDROME; SANDSTEF,European,2
SANDESTIG-STEFANOVA SYNDROME; SANDSTEF,Others,3
SAUL-WILSON SYNDROME; SWILS,European,10
SAUL-WILSON SYNDROME; SWILS,Others,2
SCAF4,Asian,1
SCAF4,European,4
SCHAAF-YANG SYNDROME; SHFYNG,African,1
SCHAAF-YANG SYNDROME; SHFYNG,Asian,2
SCHAAF-YANG SYNDROME; SHFYNG,European,91
SCHAAF-YANG SYNDROME; SHFYNG,Others,1
SCHINZEL-GIEDION MIDFACE RETRACTION SYNDROME,European,7
SCHUURS-HOEIJMAKERS SYNDROME; SHMS,Asian,3
SCHUURS-HOEIJMAKERS SYNDROME; SHMS,European,12
"SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1",African,1
"SEIZURES, SCOLIOSIS, AND MACROCEPHALY/MICROCEPHALY SYNDROME; SSMS",European,1
SHASHI-PENA SYNDROME; SHAPNS,African,2
SHASHI-PENA SYNDROME; SHAPNS,European,12
SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES; SSMCF,Asian,1
"SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS",African,3
"SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS",Asian,3
"SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS",Others,1
"SHORT STATURE, IMPAIRED INTELLECTUAL DEVELOPMENT, MICROCEPHALY, HYPOTONIA, AND OCULAR ANOMALIES; SIMHA",Asian,3
"SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED",European,1
"SHORT STATURE, OLIGODONTIA, DYSMORPHIC FACIES, AND MOTOR DELAY; SOFM",European,3
"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",Asian,2
"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",European,9
"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS; SOFT",Others,1
"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD",Asian,2
"SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY; SRMMD",European,2
SHORT SYNDROME,Asian,2
SHORT SYNDROME,European,7
SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME; SGS,European,3
SHUKLA-VERNON SYNDROME; SHUVER,Asian,2
SIFRIM-HITZ-WEISS SYNDROME; SIHIWES,European,6
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",African,1
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",Asian,6
"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1; SGBS1",European,11
SIN3B,Others,1
SIX2,European,5
"SKELETAL DYSPLASIA, MILD, WITH JOINT LAXITY AND ADVANCED BONE AGE; SDJLABA",European,3
SKRABAN-DEARDORFF SYNDROME; SKDEAS,European,16
SMITH-KINGSMORE SYNDROME; SKS,African,2
SMITH-KINGSMORE SYNDROME; SKS,European,8
SMITH-LEMLI-OPITZ SYNDROME; SLOS,African,2
SMITH-LEMLI-OPITZ SYNDROME; SLOS,Asian,5
SMITH-LEMLI-OPITZ SYNDROME; SLOS,European,33
SMITH-LEMLI-OPITZ SYNDROME; SLOS,Others,2
SMITH-MAGENIS SYNDROME; SMS,Asian,10
SMITH-MAGENIS SYNDROME; SMS,European,76
SMITH-MAGENIS SYNDROME; SMS,Others,7
SNIJDERS BLOK-CAMPEAU SYNDROME; SNIBCPS,European,12
SOTOS SYNDROME; SOTOS,African,11
SOTOS SYNDROME; SOTOS,Asian,20
SOTOS SYNDROME; SOTOS,European,64
SOTOS SYNDROME; SOTOS,Others,2
"SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47",Asian,1
"SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE; SPG47",Others,1
"SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50",Asian,4
"SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE; SPG50",European,1
SPINOCEREBELLAR ATAXIA 26; SCA26,European,2
"SPINOCEREBELLAR ATAXIA 42, EARLY-ONSET, SEVERE, WITH NEURODEVELOPMENTAL DEFICITS; SCA42ND",European,5
"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST",African,1
"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, ISIDOR-TOUTAIN TYPE; SEMDIST",European,3
SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA; SEDC,African,5
STANKIEWICZ-ISIDOR SYNDROME; STISS,European,7
STANKIEWICZ-ISIDOR SYNDROME; STISS,Others,1
STEEL SYNDROME; STLS,Asian,2
STEEL SYNDROME; STLS,European,2
STRUCTURAL BRAIN ANOMALIES WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CRANIOSYNOSTOSIS; BAIDCS,European,4
STRUCTURAL BRAIN ANOMALIES WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CRANIOSYNOSTOSIS; BAIDCS,Others,1
SULEIMAN-EL-HATTAB SYNDROME; SULEHS,African,1
SULEIMAN-EL-HATTAB SYNDROME; SULEHS,Asian,3
SWEENEY-COX SYNDROME; SWCOS,European,3
Seckel syndrome,African,1
Seckel syndrome,Asian,14
Seckel syndrome,European,4
"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies",Asian,1
"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies",European,6
Silver-Russell syndrome,Asian,1
Silver-Russell syndrome,European,5
Silver-Russell syndrome,Others,4
"Skin creases, congenital symmetric circumferential",Asian,2
"Skin creases, congenital symmetric circumferential",European,4
Spastic paraplegia,Asian,1
Spastic paraplegia,European,1
"Spinocerebellar ataxia, autosomal recessive",African,1
"Spinocerebellar ataxia, autosomal recessive",Asian,1
"Spinocerebellar ataxia, autosomal recessive",European,1
Spondyloepimetaphyseal dysplasia with joint laxity,Others,1
Spondylometaphyseal dysplasia,African,2
Stickler syndrome,African,11
Stickler syndrome,Asian,6
Stickler syndrome,European,6
TAF4,European,6
TAKENOUCHI-KOSAKI SYNDROME; TKS,African,4
TAKENOUCHI-KOSAKI SYNDROME; TKS,Asian,3
TAKENOUCHI-KOSAKI SYNDROME; TKS,European,13
TATTON-BROWN-RAHMAN SYNDROME; TBRS,Asian,5
TATTON-BROWN-RAHMAN SYNDROME; TBRS,European,34
TCEAL1,African,1
TCEAL1,European,5
TCEAL1,Others,2
TOLCHIN-LE CAIGNEC SYNDROME; TOLCAS,European,6
TONNE-KALSCHEUER SYNDROME; TOKAS,European,6
TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS,Asian,1
TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS,European,2
TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS,Others,1
TURNPENNY-FRY SYNDROME; TPFS,Asian,1
TURNPENNY-FRY SYNDROME; TPFS,European,11
Teebi hypertelorism syndrome,Asian,1
Teebi hypertelorism syndrome,European,15
Three M syndrome,Asian,3
Three M syndrome,European,3
Three M syndrome,Others,7
Treacher Collins syndrome,African,3
Treacher Collins syndrome,Asian,18
Treacher Collins syndrome,European,35
Trichohepatoenteric syndrome,African,1
Trichohepatoenteric syndrome,Asian,8
Trichohepatoenteric syndrome,Others,1
Trichorhinophalangeal syndrome,Asian,22
Trichorhinophalangeal syndrome,European,17
Trichothiodystrophy,Asian,1
Trichothiodystrophy,European,1
Tuberous sclerosis,African,2
Tuberous sclerosis,Asian,1
Tuberous sclerosis,European,3
Urofacial syndrome,Asian,4
Usher syndrome,European,1
VAN DEN ENDE-GUPTA SYNDROME; VDEGS,African,1
VAN DEN ENDE-GUPTA SYNDROME; VDEGS,European,2
VAN DER WOUDE SYNDROME 1; VWS1,Asian,2
VAN DER WOUDE SYNDROME 1; VWS1,European,2
VELOCARDIOFACIAL SYNDROME; VCFS,Asian,2
VERHEIJ SYNDROME; VRJS,Asian,1
VERHEIJ SYNDROME; VRJS,European,21
VICI SYNDROME; VICIS,Asian,3
VICI SYNDROME; VICIS,European,4
VICI SYNDROME; VICIS,Others,2
Van Maldergem syndrome,African,6
WARSAW BREAKAGE SYNDROME; WABS,European,2
WEAVER SYNDROME; WVS,Asian,3
WEAVER SYNDROME; WVS,European,40
WEAVER SYNDROME; WVS,Others,5
WEISS-KRUSZKA SYNDROME; WSKA,European,10
WHITE-SUTTON SYNDROME; WHSUS,African,2
WHITE-SUTTON SYNDROME; WHSUS,Asian,7
WHITE-SUTTON SYNDROME; WHSUS,European,15
WIEDEMANN-STEINER SYNDROME; WDSTS,African,4
WIEDEMANN-STEINER SYNDROME; WDSTS,Asian,35
WIEDEMANN-STEINER SYNDROME; WDSTS,European,71
WIEDEMANN-STEINER SYNDROME; WDSTS,Others,5
WILLIAMS-BEUREN SYNDROME; WBS,African,34
WILLIAMS-BEUREN SYNDROME; WBS,Asian,82
WILLIAMS-BEUREN SYNDROME; WBS,European,77
WILLIAMS-BEUREN SYNDROME; WBS,Others,61
WITTEVEEN-KOLK SYNDROME; WITKOS,Asian,1
WITTEVEEN-KOLK SYNDROME; WITKOS,European,31
WOLF-HIRSCHHORN SYNDROME; WHS,Asian,8
WOLF-HIRSCHHORN SYNDROME; WHS,European,2
WRINKLY SKIN SYNDROME; WSS,Asian,2
Waardenburg syndrome,African,3
Waardenburg syndrome,Asian,9
Waardenburg syndrome,European,7
Waardenburg syndrome,Others,1
XIA-GIBBS SYNDROME; XIGIS,Asian,1
XIA-GIBBS SYNDROME; XIGIS,European,6
XIA-GIBBS SYNDROME; XIGIS,Others,1
YOU-HOOVER-FONG SYNDROME; YHFS,European,6
YWHAZ,European,5
ZSCAN10,European,1
ZTTK SYNDROME; ZTTKS,Asian,7
ZTTK SYNDROME; ZTTKS,European,26
ZTTK SYNDROME; ZTTKS,Others,1
Zimmermann-Laband syndrome,European,10
